PNR,Departure Date,Tail Number,Airport Code(Deprt.),Airport Code(Arrvl.)
PFEKSN,12/27/2017,621,ACY,RSW
PFG1VN,12/8/2017,631,FLL,LGA
PFG9RN,12/21/2017,670,ATL,DTW
PFGFVN,12/24/2017,675,SJU,FLL
PFH1VN,12/27/2017,530,LGA,DFW
PFIS3K,12/1/2017,523,FLL,ATL
PFIWRN,12/24/2017,624,LAS,ATL
PFJC4K,12/2/2017,901,CLE,FLL
PFJK4K,12/19/2017,648,TPA,ATL
PFWWYN,12/1/2017,516,DFW,DTW
PG486H,12/1/2017,643,MCO,LBE
PG6DJK,12/17/2017,530,ORD,LGA
PG6Y6X,12/17/2017,643,FLL,MSP
PG836X,12/21/2017,623,TPA,CLE
PG8EHK,12/15/2017,524,MSY,ATL
PG8V3H,12/22/2017,660,ACY,RSW
PGB78X,12/10/2017,531,PHL,LAX
PGF8RK,12/1/2017,628,TPA,BWI
PGHNWK,12/20/2017,678,FLL,BOS
PGKB4H,12/24/2017,621,PIT,TPA
PGMB7H,12/17/2017,648,LAS,EWR
PGRUMX,12/16/2017,637,LAX,IAH
PGVHQX,12/18/2017,632,LAX,CLE
PGVJ4U,12/27/2017,659,EWR,MCO
PGWDGX,12/17/2017,526,CAK,TPA
PGWK8H,12/15/2017,629,ATL,DTW
PGWQMX,12/9/2017,532,ORD,LAS
PGYNKK,12/27/2017,658,FLL,EWR
PH1LFH,12/14/2017,633,LAS,MCI
PH2WWX,12/17/2017,674,SDQ,FLL
PH3I5U,12/27/2017,636,FLL,PHL
PH3L2U,12/23/2017,522,FLL,TPA
PH42GH,12/1/2017,628,TPA,BWI
PH4C2U,12/23/2017,669,ORD,LAX
PH4N4U,12/16/2017,663,MYR,EWR
PH5GGH,12/21/2017,601,DTW,DFW
PH6RUX,12/19/2017,643,ATL,TPA
PH8I8U,12/17/2017,639,FLL,CTG
PH9DGH,12/16/2017,618,FLL,MSY
PHD1JH,12/23/2017,671,FLL,ACY
PHDGJH,12/28/2017,665,IAH,MCO
PHFZ2E,12/18/2017,534,FLL,ATL
PHI3UH,12/17/2017,621,RSW,ACY
PHII2E,12/15/2017,604,FLL,LAS
PHIQVH,12/4/2017,672,MCO,EWR
PHJ2XH,12/20/2017,643,CLE,LAX
PHJ42E,12/9/2017,639,ORD,ATL
PHLN7E,12/4/2017,507,EWR,MSY
PHM7KE,12/3/2017,673,PBI,ACY
PHMD7E,12/16/2017,672,EWR,FLL
PHNS8E,12/17/2017,508,BOS,BWI
PHV12R,12/19/2017,663,FLL,ACY
PHWWYH,12/11/2017,629,ORD,LAS
PHY68U,12/14/2017,609,MCO,DTW
PI4IGE,12/18/2017,680,ORD,LAS
PI5ZHE,12/1/2017,675,LGA,FLL
PI69PE,12/10/2017,607,LAS,IAH
PI794R,12/15/2017,533,PHL,ATL
PI7VHE,12/14/2017,634,DFW,DEN
PI7W7R,12/18/2017,510,PHL,LAX
PI858R,12/20/2017,672,IAH,MCO
PIBEJE,12/18/2017,621,ACY,MYR
PICM2B,12/22/2017,510,BOS,MSY
PIDVME,12/19/2017,515,CLE,MSY
PIDVUE,12/30/2017,534,MCO,BDL
PIEHNE,12/16/2017,643,ORD,LAS
PIFJRE,12/23/2017,521,LAS,MSY
PIGKPE,12/10/2017,641,BDL,TPA
PIGW2B,12/21/2017,619,DTW,FLL
PIHZ6B,12/17/2017,648,LAS,EWR
PIIDUE,12/23/2017,514,BDL,MCO
PIL7UE,12/13/2017,648,RSW,CLE
PIMB3B,12/18/2017,671,FLL,BOS
PIMEYE,12/25/2017,671,FLL,DEN
PISQSR,12/10/2017,503,FLL,GUA
PIT5MR,12/23/2017,657,EWR,IAH
PITJNR,12/27/2017,643,SEA,LAS
PIU3QR,12/18/2017,639,MCO,DFW
PIZ12R,12/23/2017,903,DFW,ORD
PJZ5PR,12/16/2017,630,MCO,ATL
PY3M7M,12/11/2017,634,DEN,DTW
PY3WWP,12/15/2017,642,MCI,DTW
PY4VVP,12/23/2017,620,FLL,SJU
PY569M,12/13/2017,617,CLE,MCO
PY5G9M,12/21/2017,678,RSW,DTW
PY6BXP,12/26/2017,532,LAS,MSY
PYF86Z,12/18/2017,533,KIN,FLL
PYFV3Z,12/30/2017,674,ACY,MCO
PYKL6Z,12/17/2017,659,FLL,DFW
PYNMKM,12/26/2017,678,IAH,LAS
PYU9SM,12/24/2017,646,ORD,PBI
PYV6PM,12/28/2017,508,FLL,ATL
Q465UR,12/16/2017,608,DFW,ORD
Q4DETB,12/11/2017,609,RSW,CLE
Q4F7GB,12/22/2017,648,RSW,DTW
Q4GLFB,12/18/2017,508,BWI,SEA
Q4H8XR,12/21/2017,534,MCO,EWR
Q4KTJB,12/21/2017,659,EWR,MCO
Q4KUXR,12/10/2017,504,ORD,PHX
Q4L3XR,12/24/2017,643,FLL,SJU
Q4PKPB,12/23/2017,647,PIT,LAS
Q4QUPB,12/17/2017,619,MSP,MCO
Q5BM3L,12/1/2017,902,DTW,BWI
Q5HT2L,12/17/2017,515,BWI,SAN
Q5JJ7L,12/18/2017,611,MSP,RSW
Q5JU8L,12/16/2017,629,DTW,TPA
Q5KP9L,12/20/2017,504,BWI,SEA
Q5KV5L,12/11/2017,503,FLL,ATL
Q5KV5L,12/18/2017,516,FLL,ATL
Q5M55L,12/18/2017,506,BWI,BOS
Q5N29L,12/10/2017,658,FLL,ORD
Q5TJFL,12/29/2017,624,MYR,LGA
Q5W39L,12/14/2017,534,MSP,ORD
Q6194Y,12/16/2017,673,MCO,ACY
Q61EKL,12/24/2017,662,SDQ,FLL
Q62L3Y,12/18/2017,612,PIT,MCO
Q63CGL,12/22/2017,631,TPA,PIT
Q645KL,12/7/2017,645,MCO,PHL
Q68IJL,12/14/2017,503,SAN,ORD
Q6BDUL,12/26/2017,663,LAX,DEN
Q6BURL,12/26/2017,679,DTW,RSW
Q6BVPL,12/25/2017,669,SJU,FLL
Q6FHXL,12/30/2017,614,RSW,BDL
Q6FZWL,12/14/2017,526,SEA,BWI
Q6HIUL,12/2/2017,509,DTW,DFW
Q6KRXL,12/9/2017,647,FLL,PBG
Q6M3GY,12/17/2017,613,TPA,BDL
Q6N5KY,12/25/2017,681,FLL,LGA
Q6PBPY,12/14/2017,664,FLL,DTW
Q6Q2JY,12/26/2017,644,CUN,DFW
Q6R5UY,12/28/2017,631,MCO,MSP
Q6U2NY,12/23/2017,633,CUN,ORD
Q6US6V,12/10/2017,505,MSP,ORD
Q6VT3V,12/26/2017,601,LBE,FLL
Q6WKKY,12/12/2017,604,PHL,MCO
Q72PVY,12/24/2017,680,LAS,ORD
Q72YKI,12/16/2017,536,MCO,BDL
Q72YKI,12/17/2017,505,MCO,BDL
Q76HFI,12/17/2017,635,DFW,DEN
Q772MI,12/21/2017,507,SEA,BWI
Q77P8V,12/9/2017,607,RSW,ORD
Q796YY,12/26/2017,629,FLL,DFW
Q79GJI,12/5/2017,517,DTW,DFW
Q7BIHI,12/17/2017,672,FLL,DTW
Q7DVSI,12/22/2017,635,LAX,DFW
Q7FW3F,12/26/2017,636,PIT,TPA
Q7GB2F,12/19/2017,515,ORD,LAS
Q7GMSI,12/13/2017,502,SAN,ORD
Q7GT2S,12/9/2017,676,FLL,DTW
Q7GT2S,12/10/2017,506,FLL,DTW
Q7H2RI,12/11/2017,536,PHX,DFW
Q7H2RI,12/18/2017,619,PHX,DFW
Q7JB4F,12/22/2017,634,MSP,MCO
Q7JQVI,12/24/2017,516,BOS,BWI
Q7LCQV,12/28/2017,529,EWR,MCO
Q7NQ9F,12/2/2017,519,IAH,ORD
Q7PC9F,12/30/2017,647,LAS,IAH
Q7SSQV,12/13/2017,517,GUA,FLL
Q7SY4S,12/26/2017,677,SDQ,FLL
Q7SY4S,12/29/2017,677,SDQ,FLL
Q7UDQV,12/17/2017,623,ORD,LAS
Q7UN9S,12/23/2017,536,LAX,PIT
Q7USTV,12/10/2017,618,IAH,MCO
Q7V9TV,12/10/2017,507,ORD,LGA
Q812RV,12/22/2017,503,LBE,RSW
Q81K2S,12/18/2017,616,CLE,LAS
Q81VYV,12/18/2017,677,LAS,DFW
Q83MYV,12/18/2017,647,MCO,ATL
Q83MYV,12/20/2017,642,MCO,ATL
Q83VXV,12/27/2017,605,DTW,LAX
Q8495S,12/21/2017,669,FLL,SAP
Q84V3S,12/18/2017,661,FLL,DTW
Q86MMF,12/30/2017,635,MYR,ACY
Q87R9S,12/12/2017,648,TPA,ATL
Q8B5FS,12/2/2017,632,LAS,PHL
Q8BE2C,12/16/2017,536,MCO,BDL
Q8GLSF,12/24/2017,645,DFW,LAS
Q8GYUF,12/20/2017,659,MCO,ACY
Q8HQGS,12/1/2017,624,FLL,PBG
Q8IVTF,12/13/2017,664,DTW,FLL
Q8JB5C,12/15/2017,650,BWI,TPA
Q8JE5C,12/2/2017,602,PHL,FLL
Q8JQHS,12/30/2017,682,DEN,IAH
Q8KPGS,12/10/2017,637,TPA,ORD
Q8LGJS,12/24/2017,529,MSP,LAX
Q8LIPS,12/22/2017,639,CLE,FLL
Q8LU5C,12/22/2017,623,FLL,DFW
Q8LUTS,12/29/2017,640,BOS,RSW
Q8NT9C,12/14/2017,533,PHL,LAX
Q8RHNS,12/17/2017,502,DTW,DFW
Q8SUNS,12/23/2017,647,TPA,PIT
Q8VERS,12/10/2017,630,FLL,LGA
Q8YWMF,12/27/2017,535,FLL,ATL
Q92HMC,12/29/2017,606,MCO,MSP
Q92SJC,12/23/2017,503,MCO,BDL
Q9598P,12/21/2017,607,LGA,FLL
Q9639P,12/16/2017,522,SEA,BWI
Q97WFC,12/28/2017,663,ORD,LAX
Q98HFC,12/14/2017,641,FLL,MSP
Q99EVC,12/16/2017,670,LAS,DFW
Q9BFTC,12/30/2017,525,MCO,DTW
Q9C1FP,12/9/2017,631,MYR,LGA
Q9CWUC,12/29/2017,615,BDL,TPA
Q9GQPC,12/19/2017,648,ATL,ORD
Q9JRVC,12/2/2017,604,TPA,DTW
Q9KCGP,12/20/2017,507,BOS,LAS
Q9LKVC,12/14/2017,611,FLL,LGA
Q9PLYC,12/17/2017,670,BWI,FLL
Q9PVKP,12/15/2017,676,ATL,IAH
Q9SNPP,12/27/2017,623,MYR,LGA
Q9TBMP,12/27/2017,902,MCO,BWI
Q9U12M,12/22/2017,502,MCO,BDL
Q9UJQP,12/10/2017,529,SAN,IAH
Q9W3XC,12/5/2017,510,BOS,PBI
Q9W6NP,12/3/2017,505,LAS,BOS
Q9ZYTS,12/18/2017,662,LGA,FLL
QB1I7J,12/26/2017,658,FLL,DTW
QB22FZ,12/21/2017,624,RSW,DTW
QB2UXM,12/29/2017,621,PTY,FLL
QB4I4J,12/18/2017,506,PBI,BOS
QB6YMZ,12/3/2017,672,BOS,FLL
QB93XM,12/19/2017,527,CAK,MCO
QB9IGZ,12/17/2017,607,RSW,ORD
QB9LMZ,12/23/2017,525,BWI,SEA
QBDTKZ,12/12/2017,615,LAS,DFW
QBE3FJ,12/16/2017,602,MYR,ACY
QBHPPZ,12/21/2017,603,LAS,SAN
QBJYFJ,12/17/2017,506,LAX,BWI
QBKBUZ,12/3/2017,613,CLE,TPA
QBKKTZ,12/29/2017,533,ORD,LGA
QBLDUZ,12/12/2017,641,LGA,FLL
QBQZJJ,12/16/2017,642,DFW,PHL
QBSPMJ,12/16/2017,608,LAX,DTW
QBU6GW,12/16/2017,625,PBG,FLL
QBYCYM,12/26/2017,623,RSW,DTW
QC1WTJ,12/28/2017,672,LAS,DFW
QC27VW,12/22/2017,642,LGA,FLL
QC346G,12/23/2017,634,BDL,RSW
QC6U8G,12/26/2017,623,DTW,LGA
QC73GW,12/28/2017,673,DTW,ATL
QC81VJ,12/22/2017,642,MYR,LGA
QCBKPW,12/13/2017,524,MCO,BOS
QCBLGG,12/2/2017,504,BOS,MCO
QCCDKW,12/18/2017,617,DTW,TPA
QCCDKW,12/18/2017,644,DTW,TPA
QCCMHG,12/26/2017,682,DEN,IAH
QCDFNW,12/21/2017,624,RSW,DTW
QCEU9T,12/22/2017,601,DFW,MCO
QCEZRW,12/2/2017,670,FLL,ORD
QCF9WW,12/29/2017,503,PBI,BOS
QCGEVW,12/29/2017,681,FLL,BOS
QCJ32T,12/24/2017,528,LGA,ORD
QCJF2T,12/23/2017,643,CLE,FLL
QCJGRW,12/21/2017,624,RSW,DTW
QCJI6T,12/3/2017,627,LGA,FLL
QCKN3T,12/11/2017,650,SEA,LAS
QCLGUW,12/16/2017,679,FLL,ACY
QCMRNG,12/13/2017,614,TPA,BDL
QCMU7T,12/18/2017,519,RSW,LBE
QCND7T,12/10/2017,517,BOS,MCO
QCP46D,12/12/2017,532,PIT,LAX
QCRUKG,12/20/2017,663,EWR,MYR
QCSSXG,12/1/2017,676,DTW,RSW
QCURQG,12/26/2017,667,ACY,RSW
QCV1PG,12/26/2017,637,DTW,ATL
QCVVRG,12/15/2017,621,PIT,MCO
QD556D,12/14/2017,619,TPA,DTW
QD5B2D,12/10/2017,680,LAX,DEN
QD5IFT,12/9/2017,641,BDL,RSW
QD5SFT,12/27/2017,526,LAX,MSP
QD7H2D,12/17/2017,676,ATL,IAH
QD7R3D,12/18/2017,663,ORD,LAX
QD85YG,12/15/2017,623,MSP,RSW
QD9FJT,12/27/2017,657,IAH,EWR
QDBRQT,12/17/2017,903,LAS,DFW
QDG9XT,12/15/2017,531,MCO,MSY
QDII2Q,12/21/2017,532,LAX,BWI
QDJ94Q,12/29/2017,532,FLL,GUA
QDK7VT,12/19/2017,508,BWI,LAX
QDKY4Q,12/16/2017,634,CLE,TPA
QDL45Q,12/3/2017,615,MCO,ATL
QDLKXT,12/30/2017,646,MYR,LGA
QDLLVT,12/23/2017,673,ATL,IAH
QDM1HD,12/6/2017,672,FLL,MGA
QDPKGD,12/28/2017,651,FLL,PHL
QDQYUD,12/21/2017,661,CUN,DTW
QDTGRD,12/20/2017,535,BWI,LAX
QDUJ4A,12/20/2017,618,TPA,DFW
QDVWTD,12/16/2017,623,PIT,RSW
QDW3YT,12/10/2017,644,MCO,DFW
QDW76Q,12/3/2017,524,MSY,FLL
QDWF9Q,12/21/2017,602,LAX,DFW
QDWTXT,12/28/2017,504,LAS,MSP
QE2L5A,12/18/2017,661,FLL,DTW
QE3BTD,12/19/2017,639,TPA,DTW
QE3PTD,12/23/2017,529,FLL,ATL
QE3PTD,12/23/2017,536,FLL,ATL
QE3PTD,12/23/2017,681,FLL,ATL
QE462A,12/2/2017,506,LAS,BOS
QE63HQ,12/10/2017,632,LAX,IAH
QE68FQ,12/25/2017,515,BOS,PBI
QE8MNQ,12/22/2017,504,BOS,PBI
QEHRVQ,12/3/2017,679,RSW,ORD
QEJ6QA,12/28/2017,611,LAX,CLE
QEK26N,12/9/2017,645,DTW,ATL
QEMFHA,12/29/2017,616,FLL,PHL
QEMJFA,12/14/2017,532,FLL,IAG
QES18N,12/17/2017,680,ORD,LAS
QETMMA,12/28/2017,630,ORD,LAS
QEW5TQ,12/18/2017,528,LAX,OAK
QEW67N,12/12/2017,641,LGA,FLL
QEZG5A,12/8/2017,677,EWR,MCO
QEZGRD,12/27/2017,651,PIT,LAS
QF3FSA,12/10/2017,680,LAX,DEN
QF5TXA,12/7/2017,901,MSP,DFW
QF7FJN,12/14/2017,526,SEA,BWI
QF8EJN,12/26/2017,525,CAK,TPA
QFB4QN,12/20/2017,604,DTW,RSW
QFDRNN,12/21/2017,619,DTW,FLL
QFGB5K,12/19/2017,676,IAH,TPA
QFGDQN,12/10/2017,640,LAX,DTW
QFK4XN,12/18/2017,633,ATL,BWI
QFK64K,12/9/2017,611,DFW,MCO
QFKC6K,12/21/2017,644,MSP,FLL
QFLK5K,12/15/2017,519,FLL,ATL
QFNQYN,12/18/2017,676,EWR,IAH
QFRTYN,12/27/2017,626,DFW,TPA
QFS6YN,12/23/2017,647,PIT,TPA
QFSWGK,12/27/2017,624,RSW,BWI
QFUQGK,12/27/2017,642,ATL,BWI
QFYDHN,12/21/2017,615,FLL,PBG
QFZ99N,12/11/2017,630,DTW,BWI
QG1N5X,12/13/2017,660,PBI,ACY
QG3M5X,12/16/2017,615,RSW,CLE
QG4Y9X,12/1/2017,904,TPA,BOS
QG5GGK,12/21/2017,902,TPA,BDL
QG7EJK,12/23/2017,531,ORD,MSY
QG97RK,12/1/2017,631,MSP,DFW
QGB5PK,12/27/2017,529,ACY,FLL
QGH82H,12/15/2017,640,MCO,DFW
QGHVFX,12/16/2017,536,MCO,BDL
QGICSK,12/16/2017,670,LAS,DFW
QGIIQK,12/2/2017,616,EWR,IAH
QGJJ2H,12/30/2017,602,ORD,MCO
QGLKYK,12/21/2017,536,FLL,ACY
QGMJXK,12/21/2017,506,CAK,MCO
QGPSRX,12/20/2017,681,EWR,FLL
QGRFKX,12/29/2017,528,MCO,BOS
QGSP2U,12/22/2017,681,MCO,EWR
QGT2NX,12/11/2017,532,LAX,PIT
QGT4HX,12/30/2017,526,BWI,BOS
QGTPMX,12/16/2017,503,TPA,FLL
QGV1NX,12/25/2017,531,LBE,RSW
QGWL5H,12/15/2017,644,OAK,LAS
QGWT5H,12/25/2017,532,IAH,ORD
QGWTVK,12/13/2017,669,FLL,BOS
QGYRKK,12/16/2017,527,LAX,PHL
QH2ZSX,12/21/2017,624,MYR,ACY
QH66VX,12/22/2017,612,FLL,PHL
QH6BHH,12/11/2017,668,SJU,MCO
QH75VX,12/28/2017,522,ACY,FLL
QH82FH,12/21/2017,646,IAH,MSY
QH8BHH,12/23/2017,506,PHX,ORD
QH92HH,12/29/2017,634,LAX,LAS
QH92HH,12/30/2017,612,LAX,LAS
QH94TX,12/25/2017,661,MCO,EWR
QHESMH,12/3/2017,623,LAS,IAH
QHGQPH,12/2/2017,659,EWR,FLL
QHH8RH,12/15/2017,657,IAH,ATL
QHHMQH,12/14/2017,619,TPA,DTW
QHIJTH,12/9/2017,507,ORD,TPA
QHJ32E,12/3/2017,643,BDL,RSW
QHJ4QH,12/28/2017,636,SEA,LAS
QHLDTH,12/11/2017,902,MCO,ATL
QHLQ4E,12/3/2017,648,FLL,PHL
QHN74E,12/14/2017,522,OAK,LAX
QHPNYH,12/10/2017,508,LAX,OAK
QHR33R,12/14/2017,509,LAS,MSY
QHSW5R,12/13/2017,646,TPA,DTW
QHW15E,12/11/2017,629,LAS,IAH
QHYI6U,12/27/2017,648,DTW,RSW
QHYJ9U,12/11/2017,508,FLL,ATL
QHZ5PX,12/14/2017,634,DFW,DEN
QI4I3R,12/13/2017,665,FLL,SJO
QI7ENE,12/14/2017,679,RSW,ORD
QI7GME,12/17/2017,649,PHL,FLL
QI7JHE,12/18/2017,663,LAX,DEN
QI8KME,12/17/2017,644,LGA,MYR
QI9Z4R,12/19/2017,678,RSW,DTW
QIBK9R,12/20/2017,503,LAX,BWI
QICVME,12/25/2017,669,SJU,FLL
QIDLNE,12/23/2017,678,MYR,EWR
QIGHFR,12/27/2017,667,PBI,ACY
QIH4RE,12/27/2017,672,LAX,DEN
QIIEUE,12/31/2017,644,MCI,LAX
QIIIVE,12/26/2017,671,BOS,FLL
QIJ63B,12/11/2017,628,PIT,FLL
QIM18B,12/2/2017,641,DFW,LAS
QIMD8B,12/16/2017,903,DFW,LAS
QIMJ4B,12/22/2017,668,FLL,ACY
QIPWTE,12/25/2017,508,FLL,ATL
QIRU7B,12/9/2017,630,IAG,FLL
QIU3MR,12/17/2017,522,MSY,EWR
QIUNQR,12/17/2017,602,FLL,LGA
QIWR7B,12/26/2017,530,ORD,LGA
QIY4KE,12/18/2017,676,EWR,IAH
QY1M3M,12/17/2017,679,EWR,FLL
QY349M,12/11/2017,531,BWI,ORD
QY55RP,12/9/2017,672,EWR,MCO
QY67WP,12/20/2017,611,DFW,LAS
QY6IYP,12/10/2017,670,CUN,DTW
QY6JRP,12/30/2017,641,CLE,MCO
QY825Z,12/15/2017,603,BOS,MCO
QY87WP,12/24/2017,677,FLL,ACY
QY8J8M,12/10/2017,502,PBI,BOS
QY945Z,12/2/2017,613,CLE,RSW
QYBR8M,12/6/2017,673,LAS,DFW
QYBS8M,12/16/2017,528,PHL,ATL
QYI8HM,12/2/2017,531,LAS,MSY
QYP37Z,12/21/2017,637,FLL,CLE
QYPJ8Z,12/26/2017,517,DFW,ATL
QYQB2J,12/21/2017,502,MCO,DTW
QYRJPM,12/16/2017,675,IAH,MCO
QYSPNM,12/27/2017,503,BWI,BOS
QYSVWM,12/19/2017,521,ORD,TPA
QYTMYM,12/29/2017,651,CLE,LAX
QYV48J,12/27/2017,605,CLE,TPA
R455WR,12/12/2017,533,BOS,MYR
R4BQPR,12/29/2017,535,PHL,ATL
R4GRTR,12/16/2017,679,BWI,FLL
R4IRHB,12/9/2017,646,LAX,DFW
R4L1RR,12/24/2017,903,PHX,MSP
R4LKWR,12/20/2017,659,ACY,PBI
R4LTRR,12/20/2017,624,PIT,LAS
R4M8YR,12/7/2017,672,ACY,RSW
R4MGGB,12/23/2017,534,MSY,MSP
R4NBYR,12/30/2017,675,LGA,FLL
R4TZTB,12/11/2017,535,RSW,LBE
R4VEPB,12/18/2017,526,MCO,EWR
R4WPXR,12/17/2017,505,ORD,MCO
R4WQJB,12/23/2017,671,TPA,ACY
R52VSB,12/24/2017,615,LAS,MSP
R57F2L,12/15/2017,639,PBG,FLL
R57YUB,12/19/2017,633,LAS,BWI
R5J56L,12/29/2017,619,MCO,PHL
R5LQ6L,12/30/2017,514,SAN,IAH
R5MD2Y,12/26/2017,636,PIT,LAS
R5NS7L,12/24/2017,533,OAK,LAX
R5P87L,12/9/2017,535,LAX,OAK
R5PY8L,12/23/2017,903,LAX,DTW
R5VY3Y,12/15/2017,674,LGA,FLL
R5Z2XB,12/16/2017,521,LAX,MSY
R5ZDTB,12/25/2017,648,LBE,MCO
R5ZEQB,12/25/2017,645,LAS,OAK
R63QGL,12/19/2017,646,LGA,ORD
R63TGL,12/9/2017,679,LAS,ORD
R66IHL,12/30/2017,536,LAS,MSY
R679FL,12/22/2017,650,ATL,BWI
R6B9XL,12/25/2017,620,MCO,LBE
R6H8MY,12/17/2017,530,ORD,LGA
R6JTVL,12/9/2017,614,MSP,FLL
R6KGXL,12/25/2017,528,DTW,DFW
R6KSPL,12/12/2017,622,EWR,FLL
R6KSPL,12/13/2017,680,EWR,FLL
R6MPKY,12/19/2017,626,BDL,TPA
R6MT5V,12/3/2017,670,FLL,DTW
R6NJHY,12/26/2017,530,LGA,DTW
R6RDYL,12/18/2017,622,DTW,ATL
R6RDYL,12/18/2017,647,DTW,ATL
R6SM2V,12/18/2017,681,EWR,FLL
R6U3TY,12/15/2017,647,DFW,PIT
R6U9PY,12/18/2017,613,TPA,BOS
R6V7GI,12/20/2017,678,BOS,FLL
R6VM2V,12/25/2017,531,RSW,CAK
R6YLJL,12/10/2017,669,FLL,BOS
R72RRY,12/17/2017,603,BOS,MCO
R7324V,12/18/2017,659,MCO,ACY
R7352V,12/18/2017,643,BWI,ATL
R75SYY,12/21/2017,524,BOS,MSY
R76IQI,12/15/2017,618,ORD,LAS
R78Y8V,12/20/2017,660,FLL,ORD
R79NJI,12/27/2017,631,LAS,PHL
R7C19V,12/13/2017,519,DTW,BWI
R7E7KI,12/21/2017,506,TPA,CAK
R7FDVI,12/22/2017,521,LAS,MSP
R7HMSI,12/22/2017,602,DEN,LAS
R7IL8F,12/24/2017,512,FLL,IAH
R7IW2F,12/28/2017,535,LAX,PHL
R7J34F,12/14/2017,673,DEN,FLL
R7JE2F,12/1/2017,663,ORD,FLL
R7KGVI,12/20/2017,531,LAS,MSY
R7KH3F,12/16/2017,533,FLL,MYR
R7KZFV,12/14/2017,605,LAS,ATL
R7LVVI,12/11/2017,603,MCI,DTW
R7MZXI,12/12/2017,504,MSP,ATL
R7PDKV,12/28/2017,676,FLL,EWR
R7PSJV,12/21/2017,625,MYR,LGA
R7RL6S,12/9/2017,504,MSP,LAS
R7RZ9F,12/20/2017,680,DFW,ORD
R7S94S,12/28/2017,681,FLL,DEN
R7U8NV,12/9/2017,505,LGA,ORD
R7Y3NI,12/10/2017,674,FLL,EWR
R7YQJI,12/27/2017,612,CLE,ATL
R7ZSUY,12/26/2017,677,SDQ,FLL
R7ZWUY,12/12/2017,527,ORD,SAN
R7ZZ7V,12/3/2017,626,TPA,ORD
R86U9S,12/18/2017,651,DTW,DEN
R8776S,12/20/2017,637,FLL,MSY
R87FWV,12/3/2017,604,BWI,DTW
R87IVV,12/30/2017,671,ACY,RSW
R88QVV,12/28/2017,620,PHL,FLL
R896JF,12/27/2017,602,DFW,ORD
R89CPF,12/19/2017,677,BWI,FLL
R89SKF,12/13/2017,531,BOS,ATL
R8CMFS,12/25/2017,642,LAS,EWR
R8D5RF,12/19/2017,509,BOS,MYR
R8FSMF,12/14/2017,526,BWI,SAN
R8G5KS,12/31/2017,677,FLL,EWR
R8GHNF,12/17/2017,615,TPA,PIT
R8GVGS,12/23/2017,670,LGA,FLL
R8HV2C,12/26/2017,675,SJU,FLL
R8KDFS,12/17/2017,901,MCO,DFW
R8PHYF,12/11/2017,675,TPA,ACY
R8PLHS,12/25/2017,682,DEN,IAH
R8QJGS,12/27/2017,638,MCO,LBE
R8QTXF,12/15/2017,901,PHL,MCO
R8QWXF,12/10/2017,530,DFW,ATL
R8U4MS,12/24/2017,645,DFW,LAS
R8UDMS,12/10/2017,613,PHL,FLL
R8UPJS,12/29/2017,503,PBI,BOS
R8VRRS,12/12/2017,670,FLL,DEN
R8W9US,12/25/2017,626,CLE,LAS
R8ZCYV,12/16/2017,638,LAS,PDX
R942GC,12/9/2017,633,LAX,DFW
R9564P,12/27/2017,617,BOS,MYR
R9E7MC,12/14/2017,619,TPA,DTW
R9GNRC,12/10/2017,609,PBI,ORD
R9GPPC,12/3/2017,642,MYR,ACY
R9HGQC,12/19/2017,635,BWI,TPA
R9HRTC,12/29/2017,674,MYR,EWR
R9I9XC,12/20/2017,603,LGA,DTW
R9JIUC,12/30/2017,662,DTW,RSW
R9KCFP,12/1/2017,625,RSW,DTW
R9M7YC,12/25/2017,526,DTW,FLL
R9MCHP,12/16/2017,536,DTW,LGA
R9PCJP,12/19/2017,509,BOS,MYR
R9Q7FP,12/27/2017,904,LAX,IAH
R9QHGP,12/3/2017,609,IAH,MCO
R9QNJP,12/15/2017,901,LAS,FLL
R9R9JP,12/23/2017,901,LAS,IAH
R9S6MP,12/24/2017,614,DFW,LAX
R9UISP,12/1/2017,650,DFW,LAX
R9VYPP,12/11/2017,516,LGA,ORD
R9Y1YS,12/15/2017,529,ORD,SAN
R9Y2KC,12/13/2017,608,FLL,PHL
R9YVFC,12/16/2017,679,ACY,MCO
R9ZJKC,12/16/2017,680,RSW,ORD
RB31MM,12/29/2017,529,MCO,DTW
RB39TM,12/21/2017,504,SAN,BWI
RB5I6J,12/15/2017,609,FLL,TPA
RB5IWM,12/25/2017,529,FLL,IAG
RB69NM,12/10/2017,663,IAH,TPA
RB86TM,12/9/2017,534,BDL,FLL
RB8F4J,12/29/2017,612,DTW,BWI
RB8I4J,12/15/2017,502,ORD,TPA
RBDM9J,12/11/2017,606,BWI,MCO
RBEBKZ,12/19/2017,603,PBI,ORD
RBGTMZ,12/14/2017,657,ATL,IAH
RBJNWZ,12/15/2017,672,CUN,DTW
RBKPTZ,12/24/2017,646,ORD,PBI
RBL3YZ,12/25/2017,523,MCO,BDL
RBL5SZ,12/17/2017,618,LAS,PHL
RBNDXZ,12/11/2017,640,DTW,TPA
RBQ8WZ,12/15/2017,532,BDL,MCO
RBSSKJ,12/22/2017,675,SDQ,FLL
RBW4XZ,12/2/2017,517,BWI,ORD
RBYVKZ,12/14/2017,629,DTW,LAS
RBZ5PM,12/15/2017,901,MCO,PIT
RC24TJ,12/25/2017,646,ORD,TPA
